unique_id	gene	category	length	cluster	msa_depth	plddt_mean	frac_plddt70	frac_plddt90	ptm	n_res
B088598	ENSG00000115446	NNC	182	B088598	2712	78.07	0.7033	0.2747	0.684	182
B088600	ENSG00000171612	NNC	182	B090358	10735	54.38	0.0769	0.0000	0.347	182
B088620	ENSG00000105982	NNC	182	B088620	935	58.98	0.3462	0.0055	0.409	182
B088623	ENSG00000196152	NNC	182	B095975	4761	51.76	0.0055	0.0000	0.119	182
B088625	ENSG00000169249	NNC	182	B088625	7098	74.54	0.6374	0.2582	0.642	182
B088661	ENSG00000131115	NNC	182	B088661	5226	46.94	0.0055	0.0000	0.266	182
B088669	ENSG00000162734	NNC	182	B088669	1328	65.16	0.4670	0.1374	0.476	182
B088670	ENSG00000114904	NNC	182	B088670	11161	50.60	0.0714	0.0000	0.144	182
B088671	ENSG00000144741	NNC	182	B091936	10692	68.43	0.4890	0.0000	0.531	182
B088689	ENSG00000014164	NNC	182	B088689	439	57.08	0.1593	0.0989	0.213	182
B088692	ENSG00000095380	NNC	182	B088692	12029	83.02	0.8352	0.5824	0.651	182
B088702	ENSG00000173598	FSM	181	B096155	9734	83.45	0.7624	0.7017	0.746	181
B088705	ENSG00000171759	FSM	181	B096922	7759	71.90	0.6851	0.0166	0.522	181
B088716	ENSG00000073417	FSM	181	B088716	9120	94.68	0.9724	0.8950	0.862	181
B088717	ENSG00000172183	FSM	181	B094837	8951	93.86	0.9503	0.9171	0.888	181
B088718	ENSG00000140563	FSM	181	B088718	381	58.23	0.1271	0.0000	0.186	181
B088723	ENSG00000228696	FSM	181	B089077	11381	42.79	0.0055	0.0000	0.31	181
B088736	ENSG00000100038	FSM	181	B088736	2597	57.43	0.4807	0.0055	0.507	181
B088737	ENSG00000133422	FSM	181	B088737	443	80.25	0.7072	0.6464	0.518	181
B088738	ENSG00000250151	FSM	181	B097134	1986	90.41	0.9282	0.7790	0.808	181
B088751	ENSG00000106244	FSM	181	B089577	3280	73.63	0.6464	0.2320	0.337	181
B088771	ENSG00000140829	FSM	181	B088771	766	62.01	0.2818	0.0000	0.213	181
B088772	ENSG00000260643	FSM	181	B088772	19323	64.05	0.4751	0.0000	0.506	181
B088780	ENSG00000175054	FSM	181	B088780	10432	85.67	0.8619	0.6188	0.811	181
B088782	ENSG00000181982	FSM	181	B088782	238	60.95	0.1989	0.1105	0.24	181
B088783	ENSG00000164032	FSM	181	B088783	9257	71.53	0.5746	0.4586	0.551	181
B088794	ENSG00000117410	NIC	181	B088794	7899	65.03	0.4530	0.0000	0.484	181
B088798	ENSG00000151327	NIC	181	B088798	1977	70.31	0.5359	0.2265	0.335	181
B088802	ENSG00000142856	NIC	181	B085581	575	65.64	0.4199	0.1271	0.392	181
B088818	ENSG00000087088	NIC	181	B088818	3110	59.01	0.3923	0.0000	0.524	181
B088835	ENSG00000198585	NIC	181	B095571	12942	63.33	0.5193	0.1878	0.621	181
B088838	ENSG00000174796	NIC	181	B091425	3943	71.37	0.5580	0.3315	0.388	181
B088839	ENSG00000138750	NIC	181	B099739	1526	86.68	0.8619	0.6354	0.473	181
B088859	ENSG00000124333	NIC	181	B089376	8459	67.46	0.5138	0.0497	0.484	181
B088861	ENSG00000171307	NIC	181	B091969	9837	89.61	0.9448	0.6630	0.793	181
B088870	ENSG00000100445	NIC	181	B088870	12216	85.35	0.8729	0.6851	0.783	181
B088891	ENSG00000148834	NIC	181	B096770	12104	83.23	0.8398	0.5193	0.762	181
B088897	ENSG00000139437	NNC	181	B088897	1491	91.87	0.8950	0.7956	0.486	181
B088898	ENSG00000167272	NNC	181	B094225	1854	75.62	0.7735	0.2376	0.663	181
B088921	ENSG00000170417	NNC	181	B088921	1000	56.71	0.1934	0.0000	0.407	181
B088930	ENSG00000169019	NNC	181	B095425	1170	82.64	0.8398	0.3702	0.601	181
B088943	ENSG00000106615	NNC	181	B095268	8960	86.67	0.8950	0.6354	0.841	181
B088951	ENSG00000106829	NNC	181	B088551	2010	69.31	0.4751	0.3591	0.417	181
B088955	ENSG00000269313	NNC	181	B088955	581	56.66	0.1934	0.0000	0.216	181
B088968	ENSG00000140382	NNC	181	B088968	1349	83.98	0.8287	0.5525	0.522	181
B088982	ENSG00000023228	NNC	181	B088982	13122	85.51	0.9171	0.4751	0.664	181
B088984	ENSG00000291158	NNC	181	B088984	1488	81.32	0.7790	0.5083	0.758	181
B088988	ENSG00000091317	NNC	181	B088988	949	57.92	0.0552	0.0000	0.398	181
B089031	ENSG00000118900	FSM	180	B095642	2346	71.01	0.5778	0.1111	0.345	180
B089042	ENSG00000197223	FSM	180	B096012	3014	76.14	0.6389	0.4167	0.533	180
B089047	ENSG00000183255	FSM	180	B098284	1786	76.60	0.6556	0.3722	0.497	180
B089066	ENSG00000148120	FSM	180	B095274	774	84.63	0.7667	0.6778	0.754	180
B089093	ENSG00000172663	FSM	180	B085933	1439	52.93	0.1389	0.0000	0.235	180
B089094	ENSG00000110060	NIC	180	B093441	1254	70.39	0.5778	0.2056	0.514	180
B089108	ENSG00000004139	NIC	180	B089108	8061	74.12	0.7056	0.1167	0.67	180
B089127	ENSG00000125870	NIC	180	B089127	10905	78.88	0.7167	0.5167	0.48	180
B089128	ENSG00000156304	NIC	180	B093182	209	56.21	0.2667	0.0000	0.218	180
B089148	ENSG00000158528	NIC	180	B089148	1874	64.41	0.2778	0.1667	0.271	180
B089159	ENSG00000160087	NIC	180	B077151	5325	79.08	0.7222	0.5667	0.533	180
B089174	ENSG00000099864	NIC	180	B089174	2123	61.11	0.3056	0.0667	0.237	180
B089179	ENSG00000100124	NIC	180	B089179	10926	67.16	0.5722	0.0000	0.533	180
B089183	ENSG00000145781	NIC	180	B089183	1352	80.30	0.7611	0.5500	0.539	180
B089187	ENSG00000164896	NIC	180	B089187	530	73.37	0.7222	0.0333	0.48	180
B089191	ENSG00000107902	NIC	180	B089191	8386	86.23	0.8389	0.7278	0.78	180
B089207	ENSG00000119616	NNC	180	B089207	5458	78.04	0.6667	0.3278	0.624	180
B089220	ENSG00000125656	NNC	180	B089220	16120	74.51	0.6000	0.4667	0.664	180
B089221	ENSG00000123154	NNC	180	B089221	11416	85.97	0.9333	0.4333	0.598	180
B089226	ENSG00000115486	NNC	180	B089226	604	75.17	0.6889	0.1444	0.469	180
B089227	ENSG00000125637	NNC	180	B097429	1483	63.84	0.3444	0.0111	0.45	180
B089237	ENSG00000249242	NNC	180	B089237	1644	92.00	0.9278	0.8222	0.853	180
B089253	ENSG00000165392	NNC	180	B089253	8012	89.96	0.8556	0.7889	0.836	180
B089261	ENSG00000095574	NNC	180	B089261	8123	64.06	0.3167	0.2722	0.376	180
B089270	ENSG00000164011	NNC	180	B097468	8556	54.79	0.2111	0.0000	0.229	180
B089272	ENSG00000111229	NNC	180	B093540	2701	89.44	0.9611	0.6333	0.867	180
B089277	ENSG00000102879	NNC	180	B089277	11558	96.41	1.0000	0.9889	0.888	180
B089286	ENSG00000085433	NNC	180	B089286	1422	76.73	0.7222	0.0889	0.693	180
B089288	ENSG00000087586	NNC	180	B094002	16668	72.96	0.6611	0.1944	0.729	180
B089290	ENSG00000159445	NNC	180	B090312	5600	88.16	0.8167	0.6778	0.853	180
B089294	ENSG00000182983	NNC	180	B089294	11811	59.26	0.3444	0.2222	0.395	180
B089301	ENSG00000123505	NNC	180	B089301	3925	83.98	0.8333	0.3667	0.787	180
B089323	ENSG00000168096	FSM	179	B089323	581	83.40	0.7821	0.5698	0.58	179
B089350	ENSG00000205643	FSM	179	B089350	746	55.13	0.1397	0.0000	0.219	179
B089365	ENSG00000290832	FSM	179	B088618	2325	72.84	0.5754	0.4022	0.672	179
B089368	ENSG00000078674	FSM	179	B089368	533	56.90	0.1899	0.0000	0.15	179
B089372	ENSG00000155621	FSM	179	B095273	13910	69.79	0.5419	0.1173	0.506	179
B089378	ENSG00000135365	FSM	179	B096677	14828	76.59	0.6480	0.4246	0.423	179
B089392	ENSG00000159479	NIC	179	B089392	906	67.59	0.5028	0.2402	0.323	179
B089394	ENSG00000110906	NIC	179	B100101	10478	77.41	0.6536	0.4693	0.598	179
B089409	ENSG00000162642	NIC	179	B089409	203	56.53	0.2123	0.0000	0.21	179
B089425	ENSG00000101194	NIC	179	B089425	3550	81.63	0.8268	0.3855	0.72	179
B089451	ENSG00000197448	NIC	179	B078583	3314	91.79	0.9665	0.7709	0.861	179
B089461	ENSG00000147224	NIC	179	B089461	15129	92.44	0.9721	0.8268	0.849	179
B089475	ENSG00000134508	NIC	179	B086724	2575	88.47	0.9330	0.6480	0.823	179
B089478	ENSG00000008869	NIC	179	B089478	2170	70.42	0.5642	0.0838	0.629	179
B089497	ENSG00000205765	NIC	179	B099740	584	68.51	0.5251	0.2458	0.654	179
B089501	ENSG00000291149	NIC	179	B089501	2044	67.30	0.5922	0.1844	0.669	179
B089504	ENSG00000152465	NIC	179	B089654	3654	94.35	0.9944	0.8212	0.879	179
B089524	ENSG00000069943	NNC	179	B089524	3578	86.48	0.8939	0.5698	0.754	179
B089543	ENSG00000142396	NNC	179	B092751	711	56.70	0.2514	0.1955	0.339	179
B089571	ENSG00000146151	NNC	179	B089571	15418	93.18	0.9441	0.8492	0.881	179
B089579	ENSG00000164733	NNC	179	B089579	13923	87.98	0.8939	0.6760	0.759	179
B089581	ENSG00000104361	NNC	179	B089581	4136	61.24	0.3073	0.0000	0.398	179
B089591	ENSG00000107779	NNC	179	B094814	1741	77.11	0.6983	0.3911	0.558	179
B089598	ENSG00000010626	NNC	179	B089598	4749	79.29	0.7207	0.6369	0.745	179
B089609	ENSG00000153048	NNC	179	B089609	12829	63.24	0.4358	0.0838	0.504	179
B089638	ENSG00000145014	NNC	179	B096451	331	55.00	0.0279	0.0000	0.166	179
B089663	ENSG00000150316	NNC	179	B089663	2545	66.87	0.4413	0.0559	0.265	179
B089664	ENSG00000111229	FSM	178	B093540	2705	95.14	0.9831	0.9607	0.916	178
B089671	ENSG00000162086	FSM	178	B082041	19451	81.71	0.7809	0.4944	0.567	178
B089673	ENSG00000038358	FSM	178	B089673	2036	89.75	0.9607	0.6404	0.771	178
B089683	ENSG00000173418	FSM	178	B090360	7466	91.98	0.9775	0.7472	0.862	178
B089692	ENSG00000112983	FSM	178	B089692	1950	79.80	0.7247	0.4551	0.607	178
B089700	ENSG00000172172	FSM	178	B097050	9661	90.11	0.9326	0.7022	0.781	178
B089711	ENSG00000197302	FSM	178	B089711	688	33.47	0.0000	0.0000	0.226	178
B089753	ENSG00000101193	NIC	178	B089753	4140	87.22	0.8764	0.6573	0.699	178
B089755	ENSG00000100201	NIC	178	B089755	18797	87.25	0.9045	0.6292	0.753	178
B089757	ENSG00000144560	NIC	178	B089757	1423	57.72	0.2191	0.0899	0.234	178
B089761	ENSG00000249242	NIC	178	B089761	1299	89.39	0.8764	0.7584	0.793	178
B089768	ENSG00000164587	NIC	178	B089768	9759	66.03	0.5562	0.0506	0.569	178
B089774	ENSG00000153721	NIC	178	B089774	8687	76.13	0.5899	0.4382	0.502	178
B089780	ENSG00000002933	NIC	178	B089780	230	55.34	0.2360	0.0000	0.341	178
B089783	ENSG00000122705	NIC	178	B089783	2572	71.28	0.6180	0.1573	0.316	178
B089802	ENSG00000115526	NIC	178	B089802	2654	76.96	0.7135	0.5169	0.534	178
B089838	ENSG00000165548	NNC	178	B089838	1287	57.98	0.2584	0.0000	0.317	178
B089848	ENSG00000167785	NNC	178	B100411	15884	51.36	0.1910	0.0000	0.335	178
B089872	ENSG00000119048	NNC	178	B089872	15281	77.73	0.7809	0.1798	0.713	178
B089884	ENSG00000106025	NNC	178	B099521	991	67.80	0.4888	0.0000	0.513	178
B089899	ENSG00000137522	NNC	178	B096476	7815	68.86	0.5056	0.0000	0.508	178
B089915	ENSG00000126934	NNC	178	B099609	12427	79.63	0.7247	0.4551	0.734	178
B089940	ENSG00000214026	NNC	178	B098132	5312	76.19	0.6404	0.3989	0.552	178
B089952	ENSG00000104164	FSM	177	B100299	881	79.39	0.6836	0.5537	0.392	177
B090017	ENSG00000131143	NIC	177	B090017	1548	76.12	0.6102	0.3898	0.475	177
B090020	ENSG00000108840	NIC	177	B090020	14839	87.69	0.8927	0.6610	0.721	177
B090022	ENSG00000087191	NIC	177	B091694	17486	80.15	0.8079	0.2825	0.628	177
B090027	ENSG00000133250	NIC	177	B090027	3597	61.72	0.3390	0.1299	0.27	177
B090031	ENSG00000138069	NIC	177	B099723	17855	71.17	0.6215	0.0000	0.727	177
B090035	ENSG00000162441	NIC	177	B090035	874	73.99	0.7232	0.0000	0.588	177
B090040	ENSG00000100360	NIC	177	B090040	8348	60.57	0.4576	0.0000	0.618	177
B090055	ENSG00000112812	NIC	177	B098548	3062	71.26	0.6328	0.2712	0.638	177
B090064	ENSG00000196459	NIC	177	B090064	4280	61.70	0.5537	0.0000	0.58	177
B090069	ENSG00000109919	NIC	177	B091949	2919	64.30	0.3390	0.0000	0.537	177
B090079	ENSG00000108641	NIC	177	B090079	1814	53.33	0.2768	0.0000	0.387	177
B090082	ENSG00000132026	NIC	177	B090082	11392	54.68	0.3220	0.0000	0.42	177
B090105	ENSG00000112425	NIC	177	B090105	2110	95.62	0.9774	0.9435	0.907	177
B090108	ENSG00000158806	NIC	177	B090108	1833	66.16	0.3503	0.2881	0.404	177
B090110	ENSG00000136783	NIC	177	B098007	7356	77.94	0.6667	0.4972	0.666	177
B090112	ENSG00000117298	NIC	177	B090112	9756	90.27	0.9379	0.7910	0.777	177
B090113	ENSG00000155287	NIC	177	B090391	10716	66.88	0.3955	0.0000	0.486	177
B090115	ENSG00000110442	NIC	177	B087527	605	69.63	0.5989	0.0226	0.548	177
B090118	ENSG00000110060	NNC	177	B090118	9128	80.12	0.7232	0.5311	0.595	177
B090129	ENSG00000103507	NNC	177	B090129	5036	82.21	0.7684	0.4802	0.79	177
B090142	ENSG00000144134	NNC	177	B100416	3166	58.55	0.4237	0.0000	0.47	177
B090154	ENSG00000163840	NNC	177	B090154	1329	71.75	0.6158	0.2938	0.496	177
B090185	ENSG00000172757	NNC	177	B093688	7165	81.70	0.8927	0.0904	0.722	177
B090188	ENSG00000127328	NNC	177	B091146	1677	73.12	0.5819	0.4802	0.404	177
B090189	ENSG00000135090	NNC	177	B090189	16164	80.45	0.7288	0.6271	0.688	177
B090207	ENSG00000186812	NNC	177	B093322	24007	89.64	0.9322	0.7345	0.684	177
B090208	ENSG00000105136	NNC	177	B090208	22060	86.72	0.8588	0.6271	0.668	177
B090227	ENSG00000196262	NNC	177	B094881	23772	93.71	0.9266	0.9096	0.875	177
B090241	ENSG00000126756	NNC	177	B090241	6795	63.95	0.5763	0.0000	0.456	177
B090258	ENSG00000109084	FSM	176	B097172	2324	81.68	0.8466	0.2045	0.743	176
B090259	ENSG00000131475	FSM	176	B096824	3003	90.57	0.9830	0.7500	0.747	176
B090271	ENSG00000188542	FSM	176	B090271	9026	88.89	0.8409	0.7955	0.813	176
B090287	ENSG00000153187	FSM	176	B090287	6133	86.93	0.9261	0.5057	0.715	176
B090290	ENSG00000147676	FSM	176	B091486	2080	67.18	0.4773	0.0000	0.546	176
B090292	ENSG00000215126	FSM	176	B090292	3474	62.47	0.4716	0.0000	0.521	176
B090294	ENSG00000188649	FSM	176	B097607	235	57.45	0.1023	0.0000	0.153	176
B090314	ENSG00000214021	FSM	176	B090314	10839	72.77	0.6591	0.3920	0.601	176
B090316	ENSG00000164252	FSM	176	B090316	439	69.13	0.4489	0.3295	0.365	176
B090325	ENSG00000111640	NIC	176	B090325	18896	95.80	0.9886	0.9602	0.888	176
B090353	ENSG00000291127	NIC	176	B090353	1136	72.72	0.5114	0.4318	0.396	176
B090367	ENSG00000071282	NIC	176	B090367	1510	52.32	0.3295	0.0057	0.411	176
B090369	ENSG00000143183	NIC	176	B087753	1539	52.73	0.0000	0.0000	0.307	176
B090377	ENSG00000153363	NIC	176	B100543	5244	56.66	0.1705	0.0000	0.235	176
B090382	ENSG00000291237	NIC	176	B090382	16742	96.47	1.0000	0.9432	0.894	176
B090388	ENSG00000101843	NIC	176	B099857	10074	97.32	0.9886	0.9773	0.909	176
B090389	ENSG00000243660	NIC	176	B090389	6438	37.58	0.0000	0.0000	0.2	176
B090406	ENSG00000228696	NIC	176	B096234	9927	41.57	0.0057	0.0000	0.337	176
B090410	ENSG00000219626	NIC	176	B090410	783	71.43	0.4943	0.1761	0.351	176
B090423	ENSG00000082781	NIC	176	B090423	3171	77.20	0.6761	0.2045	0.489	176
B090444	ENSG00000139668	NNC	176	B097635	8178	93.25	0.9659	0.8864	0.825	176
B090448	ENSG00000172183	NNC	176	B090448	7549	73.10	0.6080	0.4943	0.644	176
B090449	ENSG00000166965	NNC	176	B090953	6966	48.87	0.2045	0.0000	0.466	176
B090464	ENSG00000158417	NNC	176	B090464	1791	68.12	0.5739	0.0568	0.309	176
B090469	ENSG00000244687	NNC	176	B100421	5095	87.01	0.8693	0.6875	0.793	176
B090472	ENSG00000138867	NNC	176	B090472	1479	78.97	0.7557	0.4545	0.734	176
B090490	ENSG00000157224	NNC	176	B090490	250	75.29	0.6307	0.3807	0.654	176
B090503	ENSG00000165169	NNC	176	B090503	3353	64.85	0.5852	0.1875	0.589	176
B090524	ENSG00000007520	NNC	176	B090524	5669	71.64	0.5341	0.4375	0.515	176
B090535	ENSG00000239779	NNC	176	B090535	1423	61.25	0.2670	0.0852	0.294	176
B090551	ENSG00000111832	NNC	176	B090551	5173	89.37	0.9148	0.6761	0.714	176
B090577	ENSG00000184990	FSM	175	B096040	802	74.11	0.6629	0.1886	0.393	175
B090582	ENSG00000197568	FSM	175	B090582	124	39.78	0.0000	0.0000	0.276	175
B090588	ENSG00000131143	FSM	175	B094627	2759	84.70	0.7886	0.7143	0.531	175
B090599	ENSG00000122435	FSM	175	B090599	2269	79.99	0.7886	0.2743	0.432	175
B090600	ENSG00000087086	FSM	175	B095689	8638	92.09	0.9600	0.7714	0.86	175
B090636	ENSG00000158042	FSM	175	B090636	9369	88.82	0.8800	0.7257	0.741	175
B090637	ENSG00000092148	FSM	175	B090637	8904	91.90	0.9657	0.7886	0.771	175
B090640	ENSG00000179361	FSM	175	B090640	1494	51.55	0.0800	0.0000	0.165	175
B090660	ENSG00000011105	NIC	175	B090660	8163	90.36	0.9829	0.6400	0.732	175
B090666	ENSG00000180008	NIC	175	B090666	777	58.92	0.2571	0.0686	0.301	175
B090685	ENSG00000143919	NIC	175	B090685	1922	67.47	0.6457	0.2000	0.677	175
B090691	ENSG00000125901	NIC	175	B090691	497	65.66	0.5143	0.3771	0.407	175
B090707	ENSG00000162889	NIC	175	B098848	791	64.28	0.3829	0.1429	0.257	175
B090721	ENSG00000133872	NIC	175	B090721	792	56.63	0.2914	0.0514	0.191	175
B090768	ENSG00000120910	NIC	175	B090768	19268	80.71	0.7657	0.4171	0.775	175
B090794	ENSG00000126249	NNC	175	B090794	4425	67.80	0.4343	0.3371	0.527	175
B090795	ENSG00000115808	NNC	175	B100068	12194	65.24	0.4171	0.2400	0.393	175
B090799	ENSG00000185414	NNC	175	B090799	6012	72.18	0.6000	0.3600	0.568	175
B090806	ENSG00000101457	NNC	175	B090806	6165	56.22	0.2229	0.0000	0.23	175
B090826	ENSG00000169692	NNC	175	B099376	8978	72.83	0.6743	0.0057	0.636	175
B090828	ENSG00000147144	NNC	175	B090828	464	52.83	0.0343	0.0000	0.133	175
B090832	ENSG00000204219	NNC	175	B083350	8727	82.33	0.8229	0.3257	0.574	175
B090834	ENSG00000110025	NNC	175	B081167	2868	72.20	0.5143	0.4000	0.493	175
B090840	ENSG00000179912	NNC	175	B090840	1173	47.91	0.0000	0.0000	0.133	175
B090846	ENSG00000184302	NNC	175	B091451	2581	74.26	0.6457	0.3829	0.65	175
B090847	ENSG00000138617	NNC	175	B090847	1378	89.72	0.9657	0.6400	0.856	175
B090885	ENSG00000077713	NNC	175	B090885	9784	56.78	0.0057	0.0000	0.379	175
B090893	ENSG00000110911	FSM	174	B090893	9420	74.12	0.7356	0.0172	0.588	174
B090915	ENSG00000101361	FSM	174	B090915	139	62.27	0.2356	0.1667	0.258	174
B090919	ENSG00000182093	FSM	174	B101152	1278	77.63	0.7184	0.2126	0.565	174
B090924	ENSG00000197721	FSM	174	B093296	7788	84.24	0.7529	0.6552	0.663	174
B090925	ENSG00000037241	FSM	174	B099640	11091	78.51	0.7356	0.4023	0.608	174
B090944	ENSG00000196459	FSM	174	B101186	3475	81.85	0.7471	0.6897	0.733	174
B090952	ENSG00000196935	FSM	174	B090952	2471	85.24	0.7759	0.6724	0.63	174
B090957	ENSG00000178904	FSM	174	B090957	2576	91.47	0.9023	0.8276	0.852	174
B090988	ENSG00000006042	NIC	174	B090988	558	68.25	0.5460	0.0000	0.594	174
B090990	ENSG00000160961	NIC	174	B090990	9509	42.55	0.0000	0.0000	0.21	174
B090992	ENSG00000115239	NIC	174	B090992	10228	80.48	0.7241	0.5460	0.773	174
B091001	ENSG00000159208	NIC	174	B091001	888	66.63	0.3448	0.2701	0.382	174
B091013	ENSG00000124733	NIC	174	B091013	482	57.83	0.1839	0.0000	0.19	174
B091033	ENSG00000122378	NIC	174	B094406	1931	79.42	0.7529	0.3793	0.665	174
B091037	ENSG00000007372	NIC	174	B091037	17029	66.04	0.3448	0.2931	0.44	174
B091075	ENSG00000180815	NIC	174	B080348	1444	74.20	0.6207	0.2701	0.346	174
B091079	ENSG00000166135	NIC	174	B091079	10824	87.01	0.8736	0.7184	0.82	174
B091113	ENSG00000172113	NNC	174	B091113	8813	78.49	0.7126	0.6609	0.739	174
B091129	ENSG00000176428	NNC	174	B099799	2066	75.63	0.5920	0.4425	0.486	174
B091138	ENSG00000160539	NNC	174	B097897	728	54.05	0.0230	0.0000	0.254	174
B091148	ENSG00000140025	NNC	174	B091148	2063	73.12	0.6609	0.3046	0.611	174
B091149	ENSG00000100600	NNC	174	B091149	1097	84.20	0.7414	0.6609	0.712	174
B091153	ENSG00000278535	NNC	174	B091153	16250	88.96	0.9138	0.6609	0.863	174
B091170	ENSG00000145782	NNC	174	B091170	794	48.50	0.0172	0.0000	0.272	174
B091173	ENSG00000213347	NNC	174	B091173	2579	58.15	0.2644	0.0000	0.313	174
B091174	ENSG00000055070	NNC	174	B091174	1637	64.26	0.3276	0.0345	0.236	174
B091176	ENSG00000290989	NNC	174	B091176	47	43.46	0.0000	0.0000	0.344	174
B091207	ENSG00000189050	FSM	173	B091207	12755	87.67	0.9480	0.4451	0.707	173
B091212	ENSG00000188641	FSM	173	B091212	13818	82.41	0.8728	0.2197	0.706	173
B091221	ENSG00000143919	FSM	173	B091221	631	64.38	0.4509	0.1676	0.428	173
B091232	ENSG00000113361	FSM	173	B091232	11686	86.56	0.8844	0.6012	0.656	173
B091237	ENSG00000112245	FSM	173	B100676	7536	80.26	0.8439	0.1965	0.747	173
B091253	ENSG00000171723	FSM	173	B091253	12930	61.34	0.3584	0.1156	0.485	173
B091269	ENSG00000136813	FSM	173	B091269	553	84.94	0.8439	0.5260	0.789	173
B091276	ENSG00000157916	NIC	173	B091276	594	54.94	0.1965	0.0000	0.262	173
B091283	ENSG00000162066	NIC	173	B091283	14458	93.82	0.9942	0.8555	0.862	173
B091288	ENSG00000091640	NIC	173	B091288	7569	82.65	0.7399	0.5434	0.65	173
B091296	ENSG00000134758	NIC	173	B097375	11350	73.93	0.6012	0.5491	0.59	173
B091306	ENSG00000079150	NIC	173	B091306	16059	87.42	0.8728	0.6127	0.705	173
B091333	ENSG00000147679	NIC	173	B091333	2760	67.13	0.5954	0.1272	0.655	173
B091335	ENSG00000151632	NIC	173	B098561	14654	95.10	1.0000	0.8497	0.886	173
B091376	ENSG00000167985	NIC	173	B097162	9004	77.94	0.6590	0.4682	0.64	173
B091383	ENSG00000100564	NNC	173	B091383	938	59.92	0.3064	0.0000	0.366	173
B091404	ENSG00000173960	NNC	173	B096491	3339	67.49	0.4682	0.1792	0.404	173
B091417	ENSG00000205643	NNC	173	B091417	1289	67.35	0.5723	0.3353	0.601	173
B091448	ENSG00000173064	NNC	173	B091448	2792	55.42	0.1445	0.0000	0.409	173
B091454	ENSG00000103540	NNC	173	B091454	7536	66.66	0.4220	0.2370	0.352	173
B091459	ENSG00000105767	NNC	173	B091459	3876	84.74	0.8150	0.5145	0.696	173
B091460	ENSG00000130725	NNC	173	B091460	10098	74.91	0.6416	0.4971	0.618	173
B091464	ENSG00000144504	NNC	173	B091464	1178	61.16	0.4335	0.1214	0.552	173
B091474	ENSG00000172493	NNC	173	B091474	1439	67.89	0.4220	0.1445	0.254	173
B091481	ENSG00000056972	NNC	173	B091481	226	60.10	0.2659	0.0116	0.198	173
B091483	ENSG00000166997	NNC	173	B091483	2206	81.57	0.7861	0.3815	0.637	173
B091487	ENSG00000161016	NNC	173	B095107	11338	62.90	0.3757	0.0000	0.407	173
B091509	ENSG00000186665	FSM	172	B097596	512	38.56	0.0000	0.0000	0.327	172
B091521	ENSG00000119862	FSM	172	B098894	4628	86.55	0.7965	0.7907	0.764	172
B091526	ENSG00000070950	FSM	172	B091526	682	63.99	0.3547	0.1977	0.28	172
B091553	ENSG00000288701	FSM	172	B091553	824	52.58	0.0058	0.0000	0.108	172
B091558	ENSG00000120509	FSM	172	B094405	13911	67.99	0.5000	0.1221	0.563	172
B091569	ENSG00000133318	FSM	172	B091569	3675	67.86	0.4593	0.0000	0.305	172
B091579	ENSG00000168268	FSM	172	B099793	1969	82.83	0.7965	0.5581	0.704	172
B091585	ENSG00000160325	FSM	172	B098361	1285	55.41	0.0407	0.0000	0.364	172
B091602	ENSG00000172379	NIC	172	B092979	10167	70.07	0.6395	0.0756	0.4	172
B091615	ENSG00000143942	NIC	172	B096358	7930	86.64	0.8837	0.5698	0.806	172
B091620	ENSG00000115233	NIC	172	B099935	2059	79.03	0.8256	0.2326	0.512	172
B091640	ENSG00000130675	NIC	172	B091640	614	52.97	0.0465	0.0000	0.18	172
B091651	ENSG00000158156	NIC	172	B094470	1969	83.66	0.8488	0.4477	0.738	172
B091654	ENSG00000213593	NIC	172	B094172	8313	85.79	0.8081	0.7442	0.766	172
B091656	ENSG00000110717	NIC	172	B092185	19458	80.59	0.8198	0.2907	0.63	172
B091690	ENSG00000110218	NNC	172	B091690	1613	62.76	0.2558	0.0116	0.362	172
B091730	ENSG00000196139	NNC	172	B091730	14802	89.11	0.8721	0.8023	0.844	172
B091739	ENSG00000204152	NNC	172	B091739	1131	50.29	0.0000	0.0000	0.24	172
B091747	ENSG00000184007	NNC	172	B100676	6374	78.24	0.8198	0.0581	0.744	172
B091748	ENSG00000162241	NNC	172	B091748	13031	74.90	0.6919	0.0116	0.542	172
B091760	ENSG00000042088	NNC	172	B091760	1520	69.74	0.5407	0.3198	0.552	172
B091774	ENSG00000143106	NNC	172	B091774	9636	87.25	0.8488	0.6919	0.831	172
B091777	ENSG00000079150	NNC	172	B091777	12643	69.82	0.5814	0.0058	0.515	172
B091783	ENSG00000158864	NNC	172	B091783	19227	87.65	0.9942	0.2616	0.702	172
B091789	ENSG00000151552	NNC	172	B098951	2096	75.70	0.7151	0.3895	0.725	172
